##,name,portal,"NCBI Taxon","assembly length","#of genes","is public","is published","is superseded","superseded by","publication(s)","pubmed id(s)"
1231,"Lentinula edodes W1-26 v1.0",Lentinedodes1,5353,41825817,12538,Y,Y,N,,"Chen L et al.,N/D","27500531"
1232,"Penicillium atramentosum RS17 v1.0",Penatra1,36652,32736673,10990,Y,N,N,,,
1233,"Yarrowia lipolytica CLIB89(W29)",YarliW29_1,755266,20500066,7919,Y,Y,N,,"Magnan C et al.,N/D","27603307"
1234,"Phycomyces blakesleeanus UBC1 v1.0",Phybla1,4837,41020740,11981,Y,N,N,,,
1235,"Coprinopsis sp. MPI-PUGE-AT-0042 v1.0",Copph3,2107740,121013029,27373,Y,Y,N,,"Mesny F et al.,2021","34893598"
1236,"Fusarium sp. FSSC 11 v1.0",FusspF11_1,2747968,52615764,17092,Y,N,N,,,
1237,"Paraphoma chrysanthemicola MPI-SDFR-AT-0120 v1.0",Parchr1,798071,40162222,15009,Y,Y,N,,"Mesny F et al.,2021","34893598"
1238,"Chaetomium funicola MPI-SDFR-AT-0129 v1.0",Chafu1,1769349,33300809,10414,Y,Y,N,,"Mesny F et al.,2021","34893598"
1239,"Lentinula raphanica INPA1820 v1.0",LraINPA1820_1,153919,39941092,14931,Y,N,N,,,
1240,"Aspergillus bertholletius IBT 29228 v1.0",Aspber1,1226010,37014000,12948,Y,Y,N,,"Kjærbølling I et al.,2020","32107379"
1241,"Aspergillus pseudonomius CBS 119388 v1.0",Asppsen1,1506151,37780514,13384,Y,Y,N,,"Kjærbølling I et al.,2020","32107379"
1242,"Aspergillus pseudotamarii CBS 117625 v1.0",Asppset1,132259,38243929,13428,Y,Y,N,,"Kjærbølling I et al.,2020","32107379"
1243,"Aspergillus sergii CBS 130017 v1.0",Aspser1,1034303,38325693,13713,Y,Y,N,,"Kjærbølling I et al.,2020","32107379"
1244,"Aspergillus arachidicola v1.0",Aspara19utr,656916,39764385,13895,Y,Y,N,,"Kjærbølling I et al.,2020","32107379"
1245,"Aspergillus caelatus CBS 763.97 v1.0",Aspcae1,61420,40016351,13916,Y,Y,N,,"Kjærbølling I et al.,2020","32107379"
1246,"Aspergillus albertensis v1.0",Aspalbe1,209559,40140031,12816,Y,Y,N,,"Kjærbølling I et al.,2020","32107379"
1247,"Aspergillus tamarii CBS 117626 v1.0",Asptam1,41984,38511287,13331,Y,Y,N,,"Kjærbølling I et al.,2020","32107379"
1248,"Aspergillus transmontanensis CBS 130015 v1.0",Asptra1,1034304,39338775,14216,Y,Y,N,,"Kjærbølling I et al.,2020","32107379"
1249,"Aspergillus pseudocaelatus CBS 117616 v1.0",Asppsec1,1825620,39651556,13895,Y,Y,N,,"Kjærbølling I et al.,2020","32107379"
1250,"Aspergillus coremiiformis CBS 553.77 v1.0",Aspcor1,138285,30132285,9078,Y,Y,N,,"Kjærbølling I et al.,2020","32107379"
1251,"Aspergillus avenaceus IBT 18842 v1.0",Aspave1,36643,33765472,11293,Y,Y,N,,"Kjærbølling I et al.,2020","32107379"
1252,"Trichoderma brevicompactum IBT40841",Tribre1,247546,37043576,10406,Y,Y,N,,"Proctor RH et al.,2018","29649280"
1253,"Trichoderma reesei QM6a",Trire_Chr,431241,34922528,10052,Y,Y,N,,"Li WC et al.,N/D~Martinez D et al.,2008","28690679 18454138"
1254,"Nemania abortiva FL1152 v1.0",Nemabo1,561989,49607496,14125,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1255,"Daldinia vernicosa CBS 139.73 v1.0",Dalver1,114800,35841789,10674,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1256,"Hypoxylon sp. NC0597 v1.0",HyNC0597_1,2614607,35918646,11188,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1257,"Hypoxylon sp. FL0890 v1.0",HyFL0890_1,2614585,40410933,11210,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1258,"Hypoxylon sp. FL0543 v1.0",HyFL0543_1,2614586,38122018,10873,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1259,"Daldinia grandis CBS 114736 v1.0",Dalgra1,103428,37510053,10546,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1260,"Suillus fuscotomentosus FC203 v1.0",Suifus1,1912939,79655913,18512,Y,Y,N,,"Lofgren LA et al.,2021","33355923"
1261,"Russula emetica P?ilba v1.0",Ruseme1,152958,55121418,13215,Y,Y,N,,"Miyauchi S et al.,2020","33046698"
1262,"Amanita rubescens P?ilba v1.0",Amarub1,71933,76593165,16076,Y,Y,N,,"Miyauchi S et al.,2020","33046698"
1263,"Xylaria sp. FL0043 v1.0",XylFL0043,2614587,44511936,11819,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1264,"Xylariaceae sp. FL0016 v1.0",XylFL0016,2614588,39364044,11844,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1265,"Xylariaceae sp. FL0662B v1.0",XylFL0662B,2614610,45910749,11917,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1266,"Xylaria sp. FL1042 v1.0",XylFL1042,2614583,56980401,12101,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1267,"Xylariaceae sp. FL1019 v1.0",XylFL1019,2614591,51346424,12419,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1268,"Xylaria venustula FL0490 v1.0",Xylven1,743302,50831203,12428,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1269,"Xylaria sp. FL0933 v1.0",XylFL0933,2614584,46492703,11854,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1270,"Hypoxylon monticulosum FL0542 v1.0",Hypmon1,2487000,42439719,12167,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1271,"Xylariaceae sp. FL0594 v1.0",XylFL0594,2614590,35617381,10461,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1272,"Xylaria grammica CBS 120713 v1.0",Xylgra1,363999,50758160,13181,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1273,"Xylariaceae sp. FL1651 v1.0",XylFL1651,2614592,52587668,12860,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1274,"Xylariaceae sp. FL0255 v1.0",XylFL0255,2614589,50386733,13390,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1275,"Xylaria arbuscula FL1030 v1.0",XylarbFL1030,114810,52119269,12936,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1276,"Aureobasidium pullulans NBB 7.2.1 v1.0",AurpulNBB1,5580,28411403,10925,Y,Y,N,,"Rueda-Mejia MP et al.,2021","34395586"
1277,"Teratosphaeriaceae  sp. NC1134 v1.0",TerNC1134_1,1907221,31057076,12652,Y,N,N,,,
1278,"Xylariomycetidae sp. FL2044 v1.0",XylFL2044,2614609,47513992,14033,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1279,"Biscogniauxia sp. FL1348 v1.0",Biscog1,2614606,41733781,10869,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1280,"Kretzschmaria deusta IL1129 v1.0",Kredeu1,110526,56079074,13003,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1281,"Astrocystis sublimbata CBS 130006 v1.0",Astsub1,743114,42778081,12484,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1282,"Calycina marina TRa3180A v1.0",Calmar1,1763456,34209217,9558,Y,Y,N,,"Hagestad OC et al.,2021","34372938"
1283,"Spathaspora arborariae UFMG-HMD-19.1 v1.0",Spaarb1,979894,12703376,5824,Y,N,N,,,
1284,"Scheffersomyces stipitis NRRL Y-7124 v1.0",Schsti1,4924,15223473,5994,Y,N,N,,,
1285,"Amylocarpus encephaloides TRa018bII v1.0",Amyenc1,45428,46286790,11869,Y,Y,N,,"Hagestad OC et al.,2021","34372938"
1286,"Scheffersomyces coipomoensis NRRL Y-17651T v1.0",Schcoi1,1788519,14757374,6180,Y,N,N,,,
1287,"Scheffersomyces queiroziae UFMG-CLM-5.1 v1.0",Schque1,880181,14306452,5964,Y,N,N,,,
1288,"Rhizina undulata CBS 300.56 v1.0",Rhiund1,44645,85632120,12464,Y,N,N,,,
1289,"Typhula sp. TRa3160C v1.0",TyphTRa3160C_1,1907243,29484294,11022,Y,N,N,,,
1290,"Emericellopsis sp. TS7 v1.0",AcreTS7_1,2614577,27300990,9964,Y,Y,N,,"Hagestad OC et al.,2021","34372938"
1291,"Mortierella elongata NVP64 v1.0",MoeNVP64_1,310910,51153770,13739,Y,N,N,,,
1292,"Lentinula raphanica JLM1587 v1.0",LraJLM1587_1,153919,38596630,14701,Y,N,N,,,
1293,"Lentinula raphanica TFB9207 v1.0",LraTFB9207_1,153919,38628906,14798,Y,N,N,,,
1294,"Mitosporidium daphniae UGP3",Mitdap1,1485682,5636959,3330,Y,Y,N,,"Haag KL et al.,2014","25313038"
1295,"Rhizopus stolonifer NRRL 66455 v1.0",Rhisto1,4846,40441112,14342,Y,N,N,,,
1296,"Penicillium citreonigrum cont 1189274 v1.0",Pencit1,69768,34507973,12602,Y,N,N,,,
1297,"Chaetocladium brefeldii NRRL 2343 v1.0",Chabre1,101089,48451839,11585,Y,N,N,,,
1298,"Xylaria bambusicola CBS 139988 v1.0",Xylbam139988_1,326684,45705225,12121,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1299,"Xylaria intraflava YMJ 725 v1.0",Xylint1,492091,35932021,9861,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1300,"Xylaria arbuscula CBS 124340 v1.0",Xylarb124340_1,114810,51163159,12946,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1301,"Xylaria longipes CBS 148.73 v1.0",Xyllon1,114818,50750822,12544,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1302,"Xylaria scruposa CBS 123580 v1.0",Xylscr1,743287,46642166,13082,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1303,"Hypoxylon fuscum CBS 119018 v1.0",Hypfus1,109372,39045003,12268,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1304,"Hypoxylon crocopeplum CBS 119004 v1.0",Hypcro1,326657,40730267,12441,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1305,"Hypoxylon cercidicola CBS 119009 v1.0",Hypcer1,326656,36615672,11824,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1306,"Hypoxylon trugodes CBS 135444 v1.0",Hyptru1,326681,39350407,11996,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1307,"Russula earlei BPL698 v1.0",Rusear1,71964,70012961,12153,Y,Y,N,,"Looney B et al.,2021","34861049"
1308,"Kurtia argillacea OMC1749 v1.0",Kurarg1,1882863,37148487,13652,Y,N,N,,,
1309,"Hypoxylon rubiginosum CBS 119005 v1.0",Hyprub1,110542,42157771,12728,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1310,"Hypoxylon rubiginosum ER1909 v1.0",HyprubER1909_1,110542,44157955,13953,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1311,"Sordaria humana MPI-SDFR-AT-0083 v1.0",Sorhu1,79806,39449547,11075,Y,Y,N,,"Mesny F et al.,2021","34893598"
1312,"Chaetomium globosum MPI-SDFR-AT-0079 v1.0",Chagl1,38033,34154134,11569,Y,Y,N,,"Mesny F et al.,2021","34893598"
1313,"Epicoccum nigrum cont 1108929 v1.0",Epini1,105696,33605341,12218,Y,N,N,,,
1314,"Xylaria acuta CBS 122032 v1.0",Xylacu1,114808,47204184,12486,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1315,"Xylaria palmicola CBS 124036 v1.0",Xylpal124036_1,665665,43873532,11559,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1316,"Xylaria curta CBS 114988 v1.0",Xylcur114988_1,42375,43923592,13038,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1317,"Xylaria cubensis CBS 116.85 v1.0",Xylcube1,114814,44845599,12717,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1318,"Xylaria telfairii CBS 121673 v1.0",Xyltel121673_1,477509,46917078,12758,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1319,"Xylaria cf. castorea CBS 124033 v1.0",Xylcas124033_1,114812,45886771,12064,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1320,"Xylariomycetidae sp. FL0641 v1.0",XyFL0641_1,2614611,38113609,11789,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1321,"Hypoxylon sp. FL1857 v1.0",HyFL1857_1,2614582,43394199,11993,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1322,"Thermoascus aurantiacus ATCC26904 v2.0",Theau2,1133049,28490209,8761,Y,N,N,,,
1323,"Xylaria sp. FL1777 v1.0",XyFL1777_1,2614573,60307143,11673,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1324,"Nemania sp. NC0429 v1.0",Nemani1,2614580,47847351,11703,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1325,"Daldinia sp. FL1419 v1.0",DaFL1419_1,2614575,42564396,10476,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1326,"Lentinula edodes CS-584 v1.0",Led_CS584_1,5353,37472073,13619,Y,N,N,,,
1327,"Lentinula boryana TFB10827 v1.0",Lbo_TFB10827_1,40481,32414438,11931,Y,N,N,,,
1328,"Nemania diffusa NC0034 v1.0",Nemdif1,389665,51522393,12570,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1329,"Nemania sp. FL0916 v1.0",NeFL0916_1,2614608,45465408,11921,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1330,"Nemania serpens CBS 679.86 v1.0",NsCB679_1,109381,48887256,12184,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1331,"Kretzschmaria deusta CBS 826.72 v1.0",KdCBS826_1,110526,49727278,12520,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1332,"Nemania serpens AK0226 v1.0",NsAK0226_1,109381,43199662,10924,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1333,"Nemania serpens AZ0576 v1.0",NsAZ0576_1,109381,49475055,11778,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1334,"Annulohypoxylon moriforme CBS 123579 v1.0",Annmor1,326622,42658955,11683,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1335,"Annulohypoxylon bovei var. microspora CBS 124037 v1.0",Annbov1,326616,41758719,11202,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1336,"Annulohypoxylon truncatum CBS 140777 v1.0",Anntru1,327061,38067699,11151,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1337,"Annulohypoxylon nitens CBS 120705 v1.0",Annnit1,326626,38537808,11873,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1338,"Annulohypoxylon minutellum CBS 135445 v1.0",Annmin1,326621,35660783,10913,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1339,"Annulohypoxylon stygium FL0470 v1.0",Annsty1,326628,38544935,11880,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1340,"Armillaria mellea ELDO17 v1.0",Armmel1,47429,70856304,15646,Y,N,N,,,
1341,"Umbelopsis sp. PMI123 v1.0",Umbelo1,1896174,24636683,9672,Y,N,N,,,
1342,"Melampsora x columbiana Clatskanie v1.0",MecolCla_1,1195720,184873583,37633,Y,N,N,,,
1343,"Dichotomocladium robustum RSA 2353+ v1.0",Dicrob1,64645,38615751,12069,Y,N,N,,,
1344,"Camillea tinctor CBS 203.56 v1.0",CtCBS203_1,110548,45006662,11860,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1345,"Lentinula boryana TFB10291 v1.0",Lbo_TFB10291_1,40481,33347755,11878,Y,N,N,,,
1346,"Lentinula boryana ET3784 v1.0",LboET3784_1,40481,41453719,12281,Y,N,N,,,
1347,"Rhodosporidium glutinis ATCC 204091 v1.0",Rhoglu91_1,5535,20478880,7374,Y,Y,N,,"Paul D et al.,2014","24526636"
1348,"Xylogone sp. PMI_703 v1.0",XylPMI703_1,2614602,50149085,16491,Y,N,N,,,
1349,"Ophiostoma sp. PMI_507 v1.0",OphPMI507_1,2614597,38805065,11900,Y,N,N,,,
1350,"Diaporthaceae sp. PMI_573 v1.0",DiaPMI573_1,2614600,83857806,22973,Y,N,N,,,
1351,"Meliniomyces sp. PMI_1271 v1.0",MelPMI1271_1,2614599,62840624,17286,Y,N,N,,,
1352,"Chaetomium thermophilum var thermophilum DSM 1495",Chathe1,759272,28322806,7165,Y,Y,N,,"Amlacher S et al.,2011~Bock T et al.,2014","21784248 25398899"
1353,"Suillus discolor FC423 v1.0",Suidis1,1912936,60609832,16510,Y,Y,N,,"Lofgren LA et al.,2021","33355923"
1354,"Suillus cf. subluteus FC464 v1.0",Suisubl1,48588,114207342,22673,Y,Y,N,,"Lofgren LA et al.,2021","33355923"
1355,"Pisolithus sp. B1 v1.0",Pismi_AB1_1,2614595,64705422,12451,Y,N,N,,,
1356,"Clitocybe sp. CONT 1119283 v1.0",Cont1119283,1940298,71337806,15344,Y,N,N,,,
1357,"Pseudocercospora ulei ERN8 v1.0",Pseule1,1740738,79461497,7918,Y,N,N,,,
1358,"Resinicium bicolor OMC78 v1.0",Resbic1,98781,55513262,13324,Y,N,N,,,
1359,"Rostrohypoxylon terebratum CBS 119137 v1.0",Roster1,392036,37279361,11168,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1360,"Whalleya microplaca YMJ1829 v1.0",Whamic1,110547,48317886,12553,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1361,"Yarrowia lipolytica PO1f v1.0",YarliW29,4952,20213331,6798,Y,Y,N,,"Walker C et al.,2020","32107299"
1362,"Yarrowia lipolytica YlCW001 v1.0",YarliYlCW001,4952,20223585,6800,Y,Y,N,,"Walker C et al.,2020","32107299"
1363,"Daldinia decipiens CBS 113046 v1.0",Daldec1,326647,35255283,10742,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1364,"Daldinia caldariorum CBS 122874 v1.0",Dalcal1,326644,35556611,10402,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1365,"Biscogniauxia marginata CBS 124505 v1.0",Bisma1,110534,45592449,11381,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1366,"Biscogniauxia mediterranea AZ0048 v1.0",Bisme1,97377,44776836,11079,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1367,"Biscogniauxia mediterranea CBS 129072 v1.0",Bismed1,97377,44039921,11018,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1368,"Daldinia eschscholtzii FL0578 v1.0",Dales1,292717,36821210,11046,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1369,"Daldinia loculata CBS 113971 v1.0",Dalloc1,103429,37819304,10825,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1370,"Daldinia bambusicola CBS 122872 v1.0",Dalba1,326643,38030351,10508,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1371,"Annulohypoxylon maeteangense CBS 123835 v1.0",Annmae1,1927788,38245008,11000,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1372,"Phakopsora pachyrhizi MT2006 v1.0",Phapa1,170000,1057430280,19618,Y,N,N,,,
1373,"Lentinula lateritia TMI1499 v1.0",LlaTMI1499_1,40482,39933087,12629,Y,N,N,,,
1374,"Lentinula edodes TMI1148 v1.0",LedTMI1148_1,5353,37815065,13370,Y,N,N,,,
1375,"Lentinula afn. boryana TFB7829 v1.0",LboTFB7829_1,2614576,33642804,12379,Y,N,N,,,
1376,"Pseudoidium neolycopersici MF1 v1.0",Psene1,1481248,79936426,7104,Y,N,N,,,
1377,"Lentinula edodes VB361 v1.0",LedVB361_1,5353,37713178,13818,Y,N,N,,,
1378,"Poronia punctata CBS 180.79 v1.0",Porpun1,101475,47990914,9862,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1379,"Neocosmospora boninensis NRRL 22470 v1.0",Neobo1,2747961,61506778,17800,Y,N,N,,,
1380,"Hypoxylon sp. FL1150 v1.0",HyFL1150_1,2663364,41563746,11226,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1381,"Xylaria nigripes YMJ 653 v1.0",Xylni1,490159,34599847,8815,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1382,"Xylaria sp. CBS 124048 v1.0",Xy124048_1,2663373,33734976,8901,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1383,"Hypoxylon argillaceum CBS 527.63 v1.0",Hyparg1,1799007,54444476,12590,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1384,"Xylaria digitata CBS 161.22 v1.0",Xyldig1,323540,58420577,12640,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1385,"Pyricularia oryzae 70-15 v3.0",Magor1,242507,40491973,12836,Y,Y,N,,"Dean RA et al.,2005","15846337"
1386,"Sphaerosporella brunnea Sb_GMNB300 v2.0",Sphbr2,1250544,51598955,12597,Y,Y,N,,"Benucci GMN et al.,2019","31831604"
1387,"Fusarium oxysporum f. sp. pisi HDV247",Fusoxpis1,1080344,55188216,26378,Y,Y,N,,"Williams AH et al.,2016","26945779"
1388,"Fusarium oxysporum f. sp. cubense tropical race 4 54006 (II5)",Fusoxcub1,1089451,46553780,22487,Y,Y,N,,"DeIulio GA et al.,2018","29898984"
1389,"Fusarium oxysporum f. sp. radicis-lycopersici 26381 (CL57)",Fusoxrad1,1089448,49359289,24739,Y,Y,N,,"DeIulio GA et al.,2018","29898984"
1390,"Fusarium oxysporum f. sp. raphani 54005",Fusoxrap1,1089458,53499362,25666,Y,Y,N,,"DeIulio GA et al.,2018","29898984"
1391,"Lentinula edodes TMI1633 v1.0",LedTMI1633_1,5353,37485281,12992,Y,N,N,,,
1392,"Fusarium oxysporum f. sp. vasinfectum 25433 (Cotton)",Fusoxvas1,1089449,52914414,25216,Y,Y,N,,"DeIulio GA et al.,2018","29898984"
1393,"Fusarium oxysporum NRRL 32931",Fusox32931,660029,47906303,23735,Y,Y,N,,"DeIulio GA et al.,2018","29898984"
1394,"Fusarium oxysporum f. sp. melonis (FoMelon) NRRL 26406",Fusoxmel1,1089452,54034280,26719,Y,Y,N,,"Ma LJ et al.,2014","25081257"
1395,"Fusarium oxysporum f. sp. conglutinans race 2 54008 (PHW808)",Fusoxcon1,1089457,53575352,26246,Y,Y,N,,"DeIulio GA et al.,2018","29898984"
1396,"Fusarium oxysporum f. sp. lycopersici MN25 (FoMN25) NRRL 54003",Fusoxlyc1,1080343,48637398,24733,Y,Y,N,,"DeIulio GA et al.,2018","29898984"
1397,"Fusarium oxysporum Fo47",FusoxFo47,660027,49664628,24818,Y,Y,N,,"DeIulio GA et al.,2018","29898984"
1398,"Leucangium carthusianum GMNB180 v1.0",Leuca1,44614,114191169,12369,Y,N,N,,,
1399,"Pleosporaceae sp. PMI_138 v1.0",PlePMI138_1,2663372,39188540,14035,Y,N,N,,,
1400,"Mortierella sp. AD185 v1.0",MorAD185_1_1,1715235,55628574,15422,Y,N,N,,,
1401,"Alternaria gaisen BMP2338",Altga1,167740,33998619,13902,Y,N,N,,,
1402,"Alternaria alternata ATCC66891",Alalte1,5599,33155677,11635,Y,N,N,,,
1403,"Alternaria tangelonis BMP2327",Altta1,232506,33765687,12639,Y,N,N,,,
1404,"Alternaria tenuissima BMP0304",Altte1,119927,33361765,12276,Y,N,N,,,
1405,"Alternaria crassa BMP0172",Altcr1,119918,32620762,11663,Y,N,N,,,
1406,"Alternaria alternata ATCC11680",Alalt1,5599,33569022,12323,Y,N,N,,,
1407,"Alternaria mali BMP3064",Amal3064,167741,34331800,12715,Y,N,N,,,
1408,"Alternaria mali BMP3063",Amal3063,167741,33613493,12727,Y,N,N,,,
1409,"Alternaria solani BMP0185",Altso1,48100,31129923,12258,Y,N,N,,,
1410,"Alternaria brassicicola ATCC96836",Albra1,622360,31753387,10514,Y,N,N,,,
1411,"Alternaria dauci BMP0167",Altda1,48095,30427686,11981,Y,N,N,,,
1412,"Alternaria carthami BMP1963",Altcar1,157258,32682385,12071,Y,N,N,,,
1413,"Alternaria porri BMP0178",Altpo1,48098,29243729,12232,Y,N,N,,,
1414,"Alternaria arborescens BMP0308",Altar1,156630,33039250,12114,Y,N,N,,,
1415,"Alternaria alternata BMP0270",Aalte1,5599,33405558,12290,Y,N,N,,,
1416,"Alternaria limoniasperae BMP2335",Altli1,232503,34784411,12966,Y,N,N,,,
1417,"Alternaria longipes BMP0313",Altlo1,160389,35738013,13219,Y,N,N,,,
1418,"Alternaria macrospora BMP1949",Altma1,119921,31350355,11961,Y,N,N,,,
1419,"Hypoxylon sp. NC1633 v2.0",HyNC1633_2,2663366,40120527,11290,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1420,"Nemania sp. FL0031 v2.0",NeFL0031_2,2663370,54661084,13572,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1421,"Hyaloscypha finlandica PMI_746 v1.0",Hyafin1,2482753,64032857,17321,Y,N,N,,,
1422,"Lentinula boryana TFB7810 v1.0",LboTFB7810_1,40481,40333654,12301,Y,N,N,,,
1423,"Ellisomyces anomalus CBS 243.57 v2.0",Ellano2,101134,36869803,12251,Y,N,N,,,
1424,"Hypoxylon fragiforme CBS 206.31 v2.0",Hypfra2,63214,36400909,10263,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1425,"Xylariaceae sp. FL1272 v2.0",XyFL1272_2,2663376,50248018,13459,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1426,"Alternaria fragaria BMP3062",Altfr1,291290,33135386,12272,Y,N,N,,,
1427,"Alternaria capsici BMP0180",Altca1,283357,31350549,11487,Y,N,N,,,
1428,"Alternaria citriarbusti BMP2343",Altci1,232505,33865016,12606,Y,N,N,,,
1429,"Puccinia graminis f. sp. tritici Ug99 haplotype A",Pgt_Ug99_A1,56615,91841532,19772,Y,Y,N,,"Li F et al.,2019","31699975"
1430,"Puccinia graminis f. sp. tritici Ug99 haplotype C",Pgt_Ug99_C1,56615,86818685,18536,Y,Y,N,,"Li F et al.,2019","31699975"
1431,"Puccinia graminis f. sp. tritici 21-0 haplotype A",Pgt_201_A1,626357,88783524,19164,Y,Y,N,,"Li F et al.,2019","31699975"
1432,"Puccinia graminis f. sp. tritici 21-0 haplotype B",Pgt_201_B1,626357,89387476,18843,Y,Y,N,,"Li F et al.,2019","31699975"
1433,"Pisolithus orientalis OTSU v2.0",Pisori2,936130,57997239,12203,Y,N,N,,,
1434,"Boletus coccyginus 2016PMI039 v1.0",Bolcoc1,1758874,54939811,12353,Y,N,N,,,
1435,"Phlebopus sp. FC_14 v2.0",PhlFC14_2,2060792,36096188,9409,Y,Y,N,,"Wu G et al.,2021","34767630"
1436,"Atropellis piniphila CBS 197.64 v1.0",Atrpi1,2614604,43942509,15622,Y,N,N,,,
1437,"Capronia fungicola CBS 614.96 v1.0",Capfu1,43227,25191286,9241,Y,N,N,,,
1438,"Hypoxylon sp. FL1284 v2.0",HyFL1284_2,2663365,37089996,10896,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1439,"Xylariaceae sp. AK1471 v1.0",XyAK1471_1,2723393,52737140,14675,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1440,"Xylariaceae sp. FL0804 v2.0",XyFL0804_2,2663375,45698974,11806,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1441,"Xylaria sp. FL0064 v1.0",XyFL0064_1,2663374,42828802,12075,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1442,"Hypoxylon submonticulosum NC0708 v2.0",Hypsub2,152308,40046532,11421,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1443,"Xylaria cf. heliscus FL0509 v2.0",Xylhel2,1803070,44915837,12156,Y,Y,N,,"Franco MEE et al.,2021","34797921"
1444,"Aspergillus frequens CBS 586.65 v1.0",Aspfre1,1458900,33664157,12444,Y,N,N,,,
1445,"Aspergillus chrysellus CBS 472.65 v1.0",Aspchr1,36636,37957915,12926,Y,N,N,,,
